id,title,description,category,source,synthetic,template_family,generator_version,split
S000194,Aparecen elementos repetidos,"Confirmo la operación una sola vez, pero el sistema genera varios registros iguales. Ya intenté actualizar la página y volver a probar.",error_tecnico,synthetic_generator,true,duplicados,v0.1,train
S000195,Cobro posterior a la cancelación,"Cancelé el servicio desde que cambié la configuración, pero hoy apareció un nuevo cargo.",pagos_facturacion,synthetic_generator,true,suscripcion_cancelada,v0.1,train
S000196,Aparecen elementos repetidos,"Confirmo la operación una sola vez, pero el sistema genera dos registros iguales. Necesito continuar con el proceso cuanto antes.",error_tecnico,synthetic_generator,true,duplicados,v0.1,train
S000197,La aplicación se cierra sola,"Puedo entrar normalmente, pero la aplicación falla al abrir un reporte. Necesito continuar con el proceso cuanto antes.",error_tecnico,synthetic_generator,true,cierre_inesperado,v0.1,train
S000198,La aplicación se cierra sola,"Puedo entrar normalmente, pero la aplicación falla al confirmar una operación.",error_tecnico,synthetic_generator,true,cierre_inesperado,v0.1,train
S000199,Necesito información sobre las condiciones,Necesito información sobre las condiciones aplicables a cancelación. Esto sucede en más de un dispositivo.,consulta_general,synthetic_generator,true,politicas_requisitos,v0.1,train
S000200,Automatizar una tarea repetitiva,Solicito una automatización que permita la asignación de tickets sin intervención manual. Antes funcionaba con normalidad.,solicitud_funcionalidad,synthetic_generator,true,automatizacion,v0.1,train
S000201,El pago no aparece registrado,El banco confirma el cobro y la plataforma no reconoce la transacción desde esta mañana.,pagos_facturacion,synthetic_generator,true,pago_no_registrado,v0.1,train
S000203,Automatizar una tarea repetitiva,Actualmente hacemos el proceso manualmente y necesitamos automatizar el envío de reportes.,solicitud_funcionalidad,synthetic_generator,true,automatizacion,v0.1,train
S000204,Siguen cobrando una suscripción cancelada,"Solicité detener los cobros, pero el método de pago volvió a ser debitado. Necesito continuar con el proceso cuanto antes.",pagos_facturacion,synthetic_generator,true,suscripcion_cancelada,v0.1,train
S000205,Pago aprobado sin documento tributario,"El pago fue aprobado, pero no encuentro la factura en ninguna bandeja. Ya intenté actualizar la página y volver a probar.",pagos_facturacion,synthetic_generator,true,factura_no_recibida,v0.1,train
S000206,Problema de acceso luego de modificar mis datos,"Después de modificar la contraseña, la cuenta quedó inaccesible desde el celular. Ya intenté actualizar la página y volver a probar.",acceso_autenticacion,synthetic_generator,true,cambio_datos_acceso,v0.1,train
S000207,Horario de atención,Necesito información sobre el horario y los canales de atención disponibles. Esto sucede en más de un dispositivo.,consulta_general,synthetic_generator,true,horarios_soporte,v0.1,train
S000208,El enlace de activación está vencido,El enlace recibido para activar la cuenta muestra enlace inválido desde hace unos minutos. Ya intenté actualizar la página y volver a probar.,acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1,train
S000210,Automatizar una tarea repetitiva,Quisiera programar el envío de reportes para que se ejecute cada lunes.,solicitud_funcionalidad,synthetic_generator,true,automatizacion,v0.1,train
S000211,Cuenta registrada pero sin activar,"La cuenta aparece creada, aunque el sistema sigue pidiendo activación y no puedo continuar con mi trabajo. Esto sucede en más de un dispositivo.",acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1,train
S000212,No puedo iniciar sesión,"Puedo escribir mis datos, pero al confirmar aparece un mensaje de acceso denegado solo en algunos intentos. Necesito continuar con el proceso cuanto antes.",acceso_autenticacion,synthetic_generator,true,credenciales_rechazadas,v0.1,train
S000213,No se actualizan los datos,"La plataforma confirma la actualización, pero al volver a entrar aparecen los campos vacíos. Ya intenté actualizar la página y volver a probar.",error_tecnico,synthetic_generator,true,datos_no_guardados,v0.1,train
S000214,La acción principal dejó de funcionar,"La interfaz permite completar los datos, aunque descargar no responde cada vez que lo intento.",error_tecnico,synthetic_generator,true,boton_no_responde,v0.1,train
S000215,Integración con Slack,"Necesitamos una conexión con un CRM externo, ya que actualmente no existe. Antes funcionaba con normalidad.",solicitud_funcionalidad,synthetic_generator,true,integracion_nueva,v0.1,train
S000218,Problema con la autenticación de dos pasos,No puedo completar el segundo paso porque el código no llega de forma intermitente. Necesito continuar con el proceso cuanto antes.,acceso_autenticacion,synthetic_generator,true,doble_factor,v0.1,train
S000219,El monto cobrado es incorrecto,El total cobrado no coincide con el monto mostrado antes de confirmar la compra.,pagos_facturacion,synthetic_generator,true,monto_incorrecto,v0.1,train
S000220,La tarea por lotes es muy lenta,"La tarea masiva completa el trabajo, pero bloquea al usuario durante casi una hora.",rendimiento,synthetic_generator,true,proceso_masivo_lento,v0.1,train
S000221,La tarea por lotes es muy lenta,Procesar cien registros toma demasiado tiempo aunque no aparecen errores. Antes funcionaba con normalidad.,rendimiento,synthetic_generator,true,proceso_masivo_lento,v0.1,train
S000222,La plataforma se ralentiza con muchos usuarios,"Cuando hay varios usuarios conectados, el sistema responde con mucha demora. Necesito continuar con el proceso cuanto antes.",rendimiento,synthetic_generator,true,lentitud_horaria,v0.1,train
S000223,Necesito conocer el estado del trámite,Quisiera saber dónde puedo consultar el estado de una solicitud de soporte.,consulta_general,synthetic_generator,true,estado_proceso,v0.1,train
S000224,La misma operación se guarda dos veces,La plataforma duplica el usuario sin que vuelva a enviar el formulario. Ya intenté actualizar la página y volver a probar.,error_tecnico,synthetic_generator,true,duplicados,v0.1,train
S000225,Transacción aprobada sin activación,"Realicé el pago con tarjeta, pero la suscripción todavía figura como pendiente. Ya intenté actualizar la página y volver a probar.",pagos_facturacion,synthetic_generator,true,pago_no_registrado,v0.1,train
S000226,Importar registros toma mucho tiempo,"La tarea masiva completa el trabajo, pero bloquea al usuario durante varios minutos. Antes funcionaba con normalidad.",rendimiento,synthetic_generator,true,proceso_masivo_lento,v0.1,train
S000228,Cuenta registrada pero sin activar,"Completé el registro, pero la confirmación no se guarda y no puedo iniciar sesión. El problema también fue confirmado por otro usuario.",acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1,train
S000229,El dashboard carga muy lento,"Desde desde esta mañana, La lista de usuarios tarda mucho más de lo habitual. El problema también fue confirmado por otro usuario.",rendimiento,synthetic_generator,true,carga_lenta,v0.1,train
S000230,Acceso denegado con datos correctos,La plataforma rechaza las credenciales habituales aunque estoy seguro de que es correcto desde el celular.,acceso_autenticacion,synthetic_generator,true,credenciales_rechazadas,v0.1,train
S000232,Cuenta registrada pero sin activar,"La cuenta aparece creada, aunque el sistema sigue pidiendo activación y necesito resolverlo hoy. Necesito continuar con el proceso cuanto antes.",acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1,train
S000234,Importe equivocado en la factura,La factura muestra servicios no contratados respecto del precio informado. Antes funcionaba con normalidad.,pagos_facturacion,synthetic_generator,true,monto_incorrecto,v0.1,train
S000236,No puedo activar mi cuenta,"La cuenta aparece creada, aunque el sistema sigue pidiendo activación y el proceso queda detenido.",acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1,train
S000238,No puedo iniciar sesión,"Puedo escribir mis datos, pero al confirmar aparece un mensaje de acceso denegado siempre. El problema también fue confirmado por otro usuario.",acceso_autenticacion,synthetic_generator,true,credenciales_rechazadas,v0.1,train
S000239,La tarea por lotes es muy lenta,"La tarea masiva completa el trabajo, pero bloquea al usuario durante mucho más que antes. Antes funcionaba con normalidad.",rendimiento,synthetic_generator,true,proceso_masivo_lento,v0.1,train
S000241,La misma operación se guarda dos veces,La plataforma duplica la solicitud sin que vuelva a enviar el formulario.,error_tecnico,synthetic_generator,true,duplicados,v0.1,train
S000242,El sistema está caído,La plataforma completa dejó de responder desde ayer. Ya intenté actualizar la página y volver a probar.,error_tecnico,synthetic_generator,true,servicio_caido,v0.1,train
S000243,Diferencias entre las suscripciones,¿Qué funciones están incluidas en la suscripción mensual? Esto sucede en más de un dispositivo.,consulta_general,synthetic_generator,true,planes_precios,v0.1,train
S000245,Consulta sobre una característica,Quiero confirmar si la plataforma permite la exportación de datos. Esto sucede en más de un dispositivo.,consulta_general,synthetic_generator,true,disponibilidad_funcion,v0.1,train
S000246,Envío programado de reportes,Quisiera programar la actualización de estados para que se ejecute cada lunes. El problema también fue confirmado por otro usuario.,solicitud_funcionalidad,synthetic_generator,true,automatizacion,v0.1,train
S000247,La información vuelve a su valor anterior,"La plataforma confirma la actualización, pero al volver a entrar aparecen los datos antiguos.",error_tecnico,synthetic_generator,true,datos_no_guardados,v0.1,train
S000248,Acceso denegado con datos correctos,"Puedo escribir mis datos, pero al confirmar aparece un mensaje de acceso denegado de forma intermitente.",acceso_autenticacion,synthetic_generator,true,credenciales_rechazadas,v0.1,train
S000249,El módulo demora en mostrar información,La pantalla responde correctamente después de esperar casi dos minutos solo en algunos intentos. El problema también fue confirmado por otro usuario.,rendimiento,synthetic_generator,true,carga_lenta,v0.1,train
S000250,El sistema se cierra al editar,El sistema deja de responder y se cierra desde mi laptop al realizar editar un registro. Antes funcionaba con normalidad.,error_tecnico,synthetic_generator,true,cierre_inesperado,v0.1,train
S000251,Diferencias entre las suscripciones,"Necesito información sobre precios, límites y condiciones de los planes disponibles. El problema también fue confirmado por otro usuario.",consulta_general,synthetic_generator,true,planes_precios,v0.1,train
S000252,Necesito información sobre las condiciones,Quisiera conocer la política de conservación de datos de la plataforma. Esto sucede en más de un dispositivo.,consulta_general,synthetic_generator,true,politicas_requisitos,v0.1,train
S000253,Mis credenciales son rechazadas,"Puedo escribir mis datos, pero al confirmar aparece un mensaje de acceso denegado siempre. Antes funcionaba con normalidad.",acceso_autenticacion,synthetic_generator,true,credenciales_rechazadas,v0.1,train
S000255,Crear permisos personalizados,Solicito un nuevo rol que pueda ver reportes sin editar. El problema también fue confirmado por otro usuario.,solicitud_funcionalidad,synthetic_generator,true,roles_permisos,v0.1,train
S000257,El botón no responde,"Hago clic en guardar, pero no ocurre nada y el proceso queda detenido.",error_tecnico,synthetic_generator,true,boton_no_responde,v0.1,train
S000258,El código de verificación no funciona,El código generado por la aplicación autenticadora aparece como inválido aunque todavía está vigente.,acceso_autenticacion,synthetic_generator,true,doble_factor,v0.1,train
S000259,No se actualizan los datos,Guardo el formulario y los cambios desaparecen después de recargar la página. Ya intenté actualizar la página y volver a probar.,error_tecnico,synthetic_generator,true,datos_no_guardados,v0.1,train
S000260,No puedo completar el cobro,El sistema no acepta la tarjeta corporativa aunque tiene fondos y está habilitado para compras. Ya intenté actualizar la página y volver a probar.,pagos_facturacion,synthetic_generator,true,pago_rechazado,v0.1,train
S000262,Problema de acceso luego de modificar mis datos,"El cambio de el nombre de usuario fue confirmado, pero el acceso sigue usando los datos anteriores. Esto sucede en más de un dispositivo.",acceso_autenticacion,synthetic_generator,true,cambio_datos_acceso,v0.1,train
S000264,¿Dónde reviso el avance?,Quisiera saber dónde puedo consultar el estado de una solicitud de soporte.,consulta_general,synthetic_generator,true,estado_proceso,v0.1,train
S000265,No ocurre nada al guardar,"La interfaz permite completar los datos, aunque descargar no responde casi siempre. Antes funcionaba con normalidad.",error_tecnico,synthetic_generator,true,boton_no_responde,v0.1,train
S000266,¿La plataforma incluye esta función?,¿Está disponible la exportación de datos en mi plan actual? Necesito continuar con el proceso cuanto antes.,consulta_general,synthetic_generator,true,disponibilidad_funcion,v0.1,train
S000268,Descargar documentos demora demasiado,"Puedo completar de subir, pero el tiempo de espera afecta el trabajo diario.",rendimiento,synthetic_generator,true,archivos_lentos,v0.1,train
S000270,Importar registros toma mucho tiempo,Procesar mil registros toma demasiado tiempo aunque no aparecen errores.,rendimiento,synthetic_generator,true,proceso_masivo_lento,v0.1,train
S000271,Pagué pero la cuenta sigue vencida,"Realicé una transferencia, pero la suscripción todavía figura como pendiente.",pagos_facturacion,synthetic_generator,true,pago_no_registrado,v0.1,train
S000273,Crear permisos personalizados,Quisiera definir permisos específicos para agentes en lugar de usar perfiles fijos. El problema también fue confirmado por otro usuario.,solicitud_funcionalidad,synthetic_generator,true,roles_permisos,v0.1,train
S000275,Necesito conocer el estado del trámite,¿Cómo verifico si la emisión de un comprobante ya fue completado? Esto sucede en más de un dispositivo.,consulta_general,synthetic_generator,true,estado_proceso,v0.1,train
S000276,Mis credenciales son rechazadas,"Puedo escribir mis datos, pero al confirmar aparece un mensaje de acceso denegado solo en algunos intentos. Antes funcionaba con normalidad.",acceso_autenticacion,synthetic_generator,true,credenciales_rechazadas,v0.1,train
S000277,Crear permisos personalizados,Necesitamos configurar permisos por módulo para diferentes tipos de usuario. El problema también fue confirmado por otro usuario.,solicitud_funcionalidad,synthetic_generator,true,roles_permisos,v0.1,train
S000278,La aplicación falla durante una operación,"Puedo entrar normalmente, pero la aplicación falla al abrir un reporte. Esto sucede en más de un dispositivo.",error_tecnico,synthetic_generator,true,cierre_inesperado,v0.1,train
S000279,La clave aparece como incorrecta,La plataforma rechaza el usuario y la clave aunque estoy seguro de que es correcto en el navegador. Necesito continuar con el proceso cuanto antes.,acceso_autenticacion,synthetic_generator,true,credenciales_rechazadas,v0.1,train
S000281,La cuenta fue suspendida tras varios intentos,"Ya tengo la contraseña correcta, pero el bloqueo continúa activo y el proceso queda detenido.",acceso_autenticacion,synthetic_generator,true,cuenta_bloqueada,v0.1,train
S000282,No puedo entrar después de cambiar mi correo,Actualicé el nombre de usuario y desde entonces ninguna de las credenciales me permite ingresar. El problema también fue confirmado por otro usuario.,acceso_autenticacion,synthetic_generator,true,cambio_datos_acceso,v0.1,train
S000283,Diferencias entre las suscripciones,"Necesito información sobre precios, límites y condiciones de los planes disponibles. Necesito continuar con el proceso cuanto antes.",consulta_general,synthetic_generator,true,planes_precios,v0.1,train
S000284,Envío programado de reportes,Actualmente hacemos el proceso manualmente y necesitamos automatizar la creación de respaldos. Esto sucede en más de un dispositivo.,solicitud_funcionalidad,synthetic_generator,true,automatizacion,v0.1,train
S000285,Agregar un nuevo formato de exportación,Solicito una opción que permita descargar la lista de usuarios en JSON. Esto sucede en más de un dispositivo.,solicitud_funcionalidad,synthetic_generator,true,nueva_exportacion,v0.1,train
S000287,Me cobraron un plan diferente,El total cobrado no coincide con el monto mostrado antes de confirmar la compra. El problema también fue confirmado por otro usuario.,pagos_facturacion,synthetic_generator,true,monto_incorrecto,v0.1,train
S000288,Me cobraron un plan diferente,"Contraté el plan básico, pero el cobro corresponde a el plan empresarial. Esto sucede en más de un dispositivo.",pagos_facturacion,synthetic_generator,true,monto_incorrecto,v0.1,train
S000289,El botón no responde,El botón continuar dejó de ejecutar la acción desde la última actualización. El problema también fue confirmado por otro usuario.,error_tecnico,synthetic_generator,true,boton_no_responde,v0.1,train
S000290,Diferencias entre las suscripciones,Quiero conocer las diferencias entre la opción empresarial y el plan profesional.,consulta_general,synthetic_generator,true,planes_precios,v0.1,train
S000291,La información vuelve a su valor anterior,"La plataforma confirma la actualización, pero al volver a entrar aparecen la configuración previa. Esto sucede en más de un dispositivo.",error_tecnico,synthetic_generator,true,datos_no_guardados,v0.1,train
S000294,Necesitamos descargar datos en otro formato,Actualmente solo se puede exportar en un formato fijo y necesitamos soporte para Excel.,solicitud_funcionalidad,synthetic_generator,true,nueva_exportacion,v0.1,train
S000295,La página tarda demasiado,"El dashboard termina cargando, pero demora varios segundos en mostrar la información. Antes funcionaba con normalidad.",rendimiento,synthetic_generator,true,carga_lenta,v0.1,train
S000296,Aparecen elementos repetidos,"Confirmo la operación una sola vez, pero el sistema genera tres registros iguales. El problema también fue confirmado por otro usuario.",error_tecnico,synthetic_generator,true,duplicados,v0.1,train
S000297,El monto cobrado es incorrecto,El total cobrado no coincide con el monto mostrado antes de confirmar la compra. Antes funcionaba con normalidad.,pagos_facturacion,synthetic_generator,true,monto_incorrecto,v0.1,train
S000298,Consulta sobre políticas,Necesito información sobre las condiciones aplicables a cancelación. Esto sucede en más de un dispositivo.,consulta_general,synthetic_generator,true,politicas_requisitos,v0.1,train
S000299,Necesito conocer el estado del trámite,¿Cómo verifico si la emisión de un comprobante ya fue completado? Antes funcionaba con normalidad.,consulta_general,synthetic_generator,true,estado_proceso,v0.1,train
S000300,La plataforma se ralentiza con muchos usuarios,El rendimiento baja notablemente la mañana de los lunes y las operaciones tardan en completarse.,rendimiento,synthetic_generator,true,lentitud_horaria,v0.1,train
S000302,La búsqueda demora mucho,"Al consultar usuarios, la pantalla queda esperando antes de mostrar coincidencias. Necesito continuar con el proceso cuanto antes.",rendimiento,synthetic_generator,true,busqueda_lenta,v0.1,train
S000304,Los resultados aparecen con retraso,"Cada búsqueda devuelve resultados, pero tarda varios segundos en responder. Ya intenté actualizar la página y volver a probar.",rendimiento,synthetic_generator,true,busqueda_lenta,v0.1,train
S000305,Integración con Slack,Sería útil enviar información automáticamente a un CRM externo. Esto sucede en más de un dispositivo.,solicitud_funcionalidad,synthetic_generator,true,integracion_nueva,v0.1,train
S000306,Conectar la plataforma con otro servicio,Solicito integrar la plataforma con un CRM externo para sincronizar archivos.,solicitud_funcionalidad,synthetic_generator,true,integracion_nueva,v0.1,train
S000307,Quiero saber si existe esta opción,¿Está disponible el acceso para varios usuarios en mi plan actual?,consulta_general,synthetic_generator,true,disponibilidad_funcion,v0.1,train
S000308,Necesitamos más opciones de búsqueda,"Quisiera filtrar tickets por fecha, estado y responsable al mismo tiempo. El problema también fue confirmado por otro usuario.",solicitud_funcionalidad,synthetic_generator,true,filtros_avanzados,v0.1,train
S000310,Solicito filtros combinados,"Quisiera filtrar facturas por sede, prioridad y categoría al mismo tiempo. Ya intenté actualizar la página y volver a probar.",solicitud_funcionalidad,synthetic_generator,true,filtros_avanzados,v0.1,train
S000311,La acción principal dejó de funcionar,"La interfaz permite completar los datos, aunque enviar no responde varias veces al día. El problema también fue confirmado por otro usuario.",error_tecnico,synthetic_generator,true,boton_no_responde,v0.1,train
S000312,No puedo entrar después de cambiar mi correo,Actualicé el número de teléfono y desde entonces ninguna de las credenciales me permite ingresar. Necesito continuar con el proceso cuanto antes.,acceso_autenticacion,synthetic_generator,true,cambio_datos_acceso,v0.1,train
S000313,La sesión se cierra sola,"Puedo entrar, pero al cambiar de sección vuelvo a la pantalla de acceso y no encuentro una alternativa. Necesito continuar con el proceso cuanto antes.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1,train
S000314,Importe equivocado en la factura,La factura muestra impuestos duplicados respecto del precio informado. Esto sucede en más de un dispositivo.,pagos_facturacion,synthetic_generator,true,monto_incorrecto,v0.1,train
S000315,La misma operación se guarda dos veces,"Cada vez que guardo, la lista muestra el mismo elemento repetido. Ya intenté actualizar la página y volver a probar.",error_tecnico,synthetic_generator,true,duplicados,v0.1,train
S000316,El comprobante tiene información equivocada,La factura muestra la dirección fiscal que no corresponde a mi empresa. Ya intenté actualizar la página y volver a probar.,pagos_facturacion,synthetic_generator,true,factura_incorrecta,v0.1,train
S000317,El sistema está caído,Ningún módulo está disponible y el navegador muestra un error del servidor. Esto sucede en más de un dispositivo.,error_tecnico,synthetic_generator,true,servicio_caido,v0.1,train
S000318,El pago no aparece registrado,"Realicé el pago con tarjeta, pero la suscripción todavía figura como pendiente. Antes funcionaba con normalidad.",pagos_facturacion,synthetic_generator,true,pago_no_registrado,v0.1,train
S000319,La sesión se cierra sola,"Puedo entrar, pero al cambiar de sección vuelvo a la pantalla de acceso y necesito resolverlo hoy. Ya intenté actualizar la página y volver a probar.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1,train
S000320,El sistema está caído,La plataforma completa dejó de responder desde la semana pasada. Ya intenté actualizar la página y volver a probar.,error_tecnico,synthetic_generator,true,servicio_caido,v0.1,train
S000322,La plataforma me desconecta constantemente,"Inicio sesión correctamente, pero la plataforma me desconecta después de un minuto casi siempre.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1,train
S000323,No puedo activar mi cuenta,"La cuenta aparece creada, aunque el sistema sigue pidiendo activación y afecta a varios usuarios.",acceso_autenticacion,synthetic_generator,true,activacion_cuenta,v0.1,train
S000324,Necesito corregir los datos fiscales,La factura muestra la dirección fiscal que no corresponde a mi empresa. Antes funcionaba con normalidad.,pagos_facturacion,synthetic_generator,true,factura_incorrecta,v0.1,train
S000325,Solicito filtros combinados,"Quisiera filtrar facturas por sede, prioridad y categoría al mismo tiempo.",solicitud_funcionalidad,synthetic_generator,true,filtros_avanzados,v0.1,train
S000326,El sistema está caído,Todos los usuarios reciben tiempo de espera agotado al intentar ingresar.,error_tecnico,synthetic_generator,true,servicio_caido,v0.1,train
S000327,No puedo completar el cobro,"Intenté pagar con una tarjeta de débito, pero la transacción fue rechazada varias veces al día.",pagos_facturacion,synthetic_generator,true,pago_rechazado,v0.1,train
S000328,La sesión se cierra sola,"Mientras trabajo, la sesión expira sin aviso desde mi laptop. Necesito continuar con el proceso cuanto antes.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1,train
S000329,El procesamiento masivo demora demasiado,"El proceso de generación de reportes termina correctamente, pero tarda un tiempo excesivo. Necesito continuar con el proceso cuanto antes.",rendimiento,synthetic_generator,true,proceso_masivo_lento,v0.1,train
S000330,Automatizar una tarea repetitiva,Actualmente hacemos el proceso manualmente y necesitamos automatizar la creación de respaldos. Antes funcionaba con normalidad.,solicitud_funcionalidad,synthetic_generator,true,automatizacion,v0.1,train
S000331,La sesión se cierra sola,"Puedo entrar, pero al cambiar de sección vuelvo a la pantalla de acceso y afecta a varios usuarios. Necesito continuar con el proceso cuanto antes.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1,train
S000332,Problema con la autenticación de dos pasos,La verificación adicional falla en el navegador y no me deja acceder a la cuenta. Esto sucede en más de un dispositivo.,acceso_autenticacion,synthetic_generator,true,doble_factor,v0.1,train
S000333,Necesito información sobre las condiciones,Quisiera conocer la política de reembolsos de la plataforma. El problema también fue confirmado por otro usuario.,consulta_general,synthetic_generator,true,politicas_requisitos,v0.1,train
S000334,El botón no responde,"La interfaz permite completar los datos, aunque descargar no responde de forma intermitente. Antes funcionaba con normalidad.",error_tecnico,synthetic_generator,true,boton_no_responde,v0.1,train
S000335,No puedo entrar por bloqueo de cuenta,"La plataforma informa que mi usuario está bloqueado, incluso después de esperar todo el día. Antes funcionaba con normalidad.",acceso_autenticacion,synthetic_generator,true,cuenta_bloqueada,v0.1,train
S000336,Solicito filtros combinados,"Quisiera filtrar usuarios por cliente, plan y periodo al mismo tiempo. El problema también fue confirmado por otro usuario.",solicitud_funcionalidad,synthetic_generator,true,filtros_avanzados,v0.1,train
S000337,Agregar filtros avanzados,"La búsqueda actual es básica y necesitamos filtros por fecha, estado y responsable.",solicitud_funcionalidad,synthetic_generator,true,filtros_avanzados,v0.1,train
S000338,Diferencias entre las suscripciones,"Necesito información sobre precios, límites y condiciones de los planes disponibles.",consulta_general,synthetic_generator,true,planes_precios,v0.1,train
S000339,Agregar un nuevo formato de exportación,Solicito una opción que permita descargar los reportes en Google Sheets. Ya intenté actualizar la página y volver a probar.,solicitud_funcionalidad,synthetic_generator,true,nueva_exportacion,v0.1,train
S000340,Necesitamos descargar datos en otro formato,Sería útil agregar JSON a los formatos disponibles de exportación. Esto sucede en más de un dispositivo.,solicitud_funcionalidad,synthetic_generator,true,nueva_exportacion,v0.1,train
S000341,Crear permisos personalizados,Necesitamos configurar permisos por módulo para diferentes tipos de usuario.,solicitud_funcionalidad,synthetic_generator,true,roles_permisos,v0.1,train
S000342,La aplicación se cierra sola,"Puedo entrar normalmente, pero la aplicación falla al confirmar una operación. Antes funcionaba con normalidad.",error_tecnico,synthetic_generator,true,cierre_inesperado,v0.1,train
S000343,Consulta sobre políticas,Necesito información sobre las condiciones aplicables a reembolsos.,consulta_general,synthetic_generator,true,politicas_requisitos,v0.1,train
S000344,La página tarda demasiado,La pantalla responde correctamente después de esperar casi dos minutos cada vez que lo intento. Necesito continuar con el proceso cuanto antes.,rendimiento,synthetic_generator,true,carga_lenta,v0.1,train
S000348,Mi cuenta quedó bloqueada,Después de varios intentos fallidos el sistema bloqueó la cuenta y ya no permite iniciar sesión. Antes funcionaba con normalidad.,acceso_autenticacion,synthetic_generator,true,cuenta_bloqueada,v0.1,train
S000351,No ocurre nada al guardar,"Hago clic en continuar, pero no ocurre nada y el proceso queda detenido. Antes funcionaba con normalidad.",error_tecnico,synthetic_generator,true,boton_no_responde,v0.1,train
S000352,La plataforma me desconecta constantemente,"Puedo entrar, pero al cambiar de sección vuelvo a la pantalla de acceso y el proceso queda detenido.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1,train
S000353,Necesitamos una nueva integración,"Necesitamos una conexión con Slack, ya que actualmente no existe. El problema también fue confirmado por otro usuario.",solicitud_funcionalidad,synthetic_generator,true,integracion_nueva,v0.1,train
S000354,El código de verificación no funciona,El código generado por la aplicación autenticadora aparece como inválido aunque todavía está vigente. Necesito continuar con el proceso cuanto antes.,acceso_autenticacion,synthetic_generator,true,doble_factor,v0.1,train
S000357,Tiempo de respuesta elevado,"El endpoint funciona, aunque responde con mucha demora casi siempre. Esto sucede en más de un dispositivo.",rendimiento,synthetic_generator,true,api_lenta,v0.1,train
S000358,Se crean registros duplicados,La plataforma duplica el ticket sin que vuelva a enviar el formulario.,error_tecnico,synthetic_generator,true,duplicados,v0.1,train
S000360,La API responde lentamente,"El endpoint funciona, aunque responde con mucha demora varias veces al día. Ya intenté actualizar la página y volver a probar.",rendimiento,synthetic_generator,true,api_lenta,v0.1,train
S000362,Integración con Slack,Sería útil enviar información automáticamente a Google Drive. Necesito continuar con el proceso cuanto antes.,solicitud_funcionalidad,synthetic_generator,true,integracion_nueva,v0.1,train
S000363,Los cambios no quedan guardados,"La operación termina sin error, aunque la base sigue mostrando los datos anteriores. Necesito continuar con el proceso cuanto antes.",error_tecnico,synthetic_generator,true,datos_no_guardados,v0.1,train
S000364,Mi pago fue rechazado,"Intenté pagar con la tarjeta corporativa, pero la transacción fue rechazada solo en algunos intentos.",pagos_facturacion,synthetic_generator,true,pago_rechazado,v0.1,train
S000365,Necesito instrucciones para completar el proceso,¿Qué pasos debo seguir para actualizar mis datos correctamente? Esto sucede en más de un dispositivo.,consulta_general,synthetic_generator,true,como_usar,v0.1,train
S000366,La plataforma me desconecta constantemente,"Puedo entrar, pero al cambiar de sección vuelvo a la pantalla de acceso y no puedo continuar con mi trabajo. Esto sucede en más de un dispositivo.",acceso_autenticacion,synthetic_generator,true,sesion_expirada,v0.1,train
S000367,Consulta sobre el estado de una solicitud,¿Cómo verifico si mi registro ya fue completado? El problema también fue confirmado por otro usuario.,consulta_general,synthetic_generator,true,estado_proceso,v0.1,train
S000368,Integración con Slack,Sería útil enviar información automáticamente a Microsoft Teams.,solicitud_funcionalidad,synthetic_generator,true,integracion_nueva,v0.1,train
S000370,Descargar documentos demora demasiado,"La operación no falla, aunque de procesar es mucho más lenta que antes. Antes funcionaba con normalidad.",rendimiento,synthetic_generator,true,archivos_lentos,v0.1,train
S000371,No puedo iniciar sesión,"Intento ingresar con mi correo y contraseña, pero el sistema indica que los datos no son válidos desde hace unos minutos.",acceso_autenticacion,synthetic_generator,true,credenciales_rechazadas,v0.1,train
S000372,La plataforma se ralentiza con muchos usuarios,El rendimiento baja notablemente el cierre de mes y las operaciones tardan en completarse. Ya intenté actualizar la página y volver a probar.,rendimiento,synthetic_generator,true,lentitud_horaria,v0.1,train
S000373,Automatizar una tarea repetitiva,Quisiera programar la creación de respaldos para que se ejecute una vez al mes.,solicitud_funcionalidad,synthetic_generator,true,automatizacion,v0.1,train
S000374,Siguen cobrando una suscripción cancelada,La suscripción figura cancelada y aun así se procesó la renovación automática. Necesito continuar con el proceso cuanto antes.,pagos_facturacion,synthetic_generator,true,suscripcion_cancelada,v0.1,train
S000376,Cobro posterior a la cancelación,"Cancelé el servicio desde esta mañana, pero hoy apareció un nuevo cargo. Antes funcionaba con normalidad.",pagos_facturacion,synthetic_generator,true,suscripcion_cancelada,v0.1,train
